playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot
akutsyo01,akutsyo01,,,1936,07,11,Japan,,,,,,,,,Yoshio,Akutsu,,阿久津 義雄,,143,70,L,L,1955,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albaljo01,albaljo01,,,1982,10,30,United States,,,,,,,,,Jonathan,Albaladejo,,Ｊ．アルバラデホ,,260,77,R,R,2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alberan01,alberan01,,,1985,10,06,Canada,,,,,,,,,Andrew,Albers,,Ａ．アルバース,,201,73,R,L,2018,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcanar01,alcanar01,,,1991,10,29,Dominican Republic,,,,,,,,,Arismendy,Alcantara,,Ａ．アルカンタラ,,187,70,B,R,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcanra01,alcanra01,,,1992,12,04,Dominican Republic,,,,,,,,,Raul,Alcantara,,Ｒ．アルカンタラ,,240,76,R,R,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexabo01,alexabo01,,,1922,08,07,Canada,,,,,,,,,Bob,Alexander,,Ｂ．アレキサンダー,,207,75,R,R,1942,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alfoned01,alfoned01,,,1973,11,08,Venezuela,,,,,,,,,Edgardo,Alfonzo,,Ｅ．アルフォンゾ,,209,74,R,R,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allenbr01,allenbr01,,,1986,02,12,United States,,,,,,,,,Brandon,Allen,,Ｂ．アレン,,234,74,L,R,2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allench01,allench01,,,1975,02,06,United States,,,,,,,,,Chad,Allen,,Ｃ．アレン,,201,73,R,R,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allenki01,allenki01,,,1953,04,05,United States,,,,,,,,,Kim,Allen,,Ｋ．アレン,,168,69,R,R,1982,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allenro01,allenro01,,,1959,10,05,United States,,,,,,,,,Rod,Allen,,Ｒ．アレン,,203,74,R,R,1989,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almonda01,almonda01,,,2007,12,02,Japan,,,,,,,,,David,Almonte,,Ｄ．アルモンテ,,181,73,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almoner01,almoner01,,,1978,02,01,Japan,,,,,,,,,Erick,Almonte,,Ｅ．アルモンテ,,179,74,R,R,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almonhe01,almonhe01,,,1975,10,17,Dominican Republic,,,,,,,,,Hector,Almonte,,Ｈ．アルモンテ,,209,74,R,R,2001,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almonzo01,almonzo01,,,1989,06,10,Dominican Republic,,,,,,,,,Zoilo,Almonte,,Ｚ．アルモンテ,,218,72,B,R,2018,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alouma01,alouma01,,,1939,12,22,Dominican Republic,,,,,,,,,Matty,Alou,,Ｍ．アルー,,179,69,L,L,1974,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altmage01,altmage01,,,1933,03,20,United States,,,,,,,,,George,Altman,,Ｇ．アルトマン,,203,78,L,R,1968,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alvarda01,alvarda01,,,1988,11,07,Cuba,,,,,,,,,Dariel,Alvarez,,Ｄ．アルバレス,,220,74,R,R,2021,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alvarfr01,alvarfr01,,,1999,01,16,Japan,,,,,,,,,Frank,Alvarez,,Ｆ．アルバレス,,203,76,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alvargi01,alvargi01,,,1978,01,24,United States,,,,,,,,,Giancarlo,Alvarado,,ジオ・アルバラード,,209,76,R,R,2010,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amachsh01,amachsh01,amachsh01,,,,,Japan,,,,,,,,,Shunichi,Amachi,,天知 俊一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amadoja01,amadoja01,,,1987,01,19,Mexico,,,,,,,,,Japhet,Amador,,Ｊ．アマダー,,298,76,R,R,2016,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amakase01,amakase01,,,1919,12,27,Japan,,,,,,,,,Seizaburo,Amakawa,,天川 清三郎,,148,67,R,R,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amamika01,amamika01,,,1945,06,17,Japan,,,,,,,,,Katsutoshi,Amamiya,,雨宮 捷年,,172,70,R,R,1968,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amamohi01,amamohi01,,,1944,11,12,Japan,,,,,,,,,Hikaru,Amamoto,,天本 光,,150,67,R,R,1963,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amanoko01,amanoko01,,,1979,04,12,Japan,,,,,,,,,Koichi,Amano,,天野 浩一,,159,70,R,R,2002,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amanota01,amanota01,,,1920,01,01,Japan,,,,,,,,,Takeichi,Amano,,天野 竹一,,130,66,R,R,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amanoyu01,amanoyu01,,,1977,12,11,Japan,,,,,,,,,Yugo,Amano,,天野 勇剛,,181,74,R,R,1996,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amayaso01,amayaso01,,,1983,11,08,Japan,,,,,,,,,Soichiro,Amaya,,天谷 宗一郎,,185,70,L,L,2002,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amburtr01,amburtr01,,,1994,10,24,United States,,,,,,,,,Trey,Amburgey,,Ｔ．アンバギー,,209,74,R,R,2023,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ammange01,ammange01,,,1949,01,30,United States,,,,,,,,,Gene,Ammann,,Ｇ．アマーン,,174,70,R,R,1974,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anabuyo01,anabuyo01,anabuyo01,,1933,05,06,Japan,,,,,,,,,Yoshio,Anabuki,,穴吹 義雄,,179,69,R,R,1956,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ananju01,ananju01,ananju01,,1937,09,02,Japan,,,,,,,,,Junro,Anan,,阿南 準郎,,146,68,R,R,1956,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ananto01,ananto01,,,1984,07,28,Japan,,,,,,,,,Toru,Anan,,阿南 徹,,176,72,L,L,2010,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anderdr01,anderdr01,,,1994,03,22,United States,,,,,,,,,Drew,Anderson,,Ｄ．アンダーソン,,205,75,R,R,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anderle01,anderle01,,,1982,03,30,Cuba,,,,,,,,,Leslie,Anderson,,Ｌ．アンダーソン,,205,73,L,L,2014,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andersc01,andersc01,,,1962,08,01,United States,,,,,,,,,Scott,Anderson,,Ｓ．アンダーソン,,190,77,R,R,1991,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andoha01,andoha01,,,1937,04,03,Japan,,,,,,,,,Haruhisa,Ando,,安藤 治久,,185,68,R,R,1959,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andohi01,andohi01,,,1942,01,16,Japan,,,,,,,,,Hideshi,Ando,,安藤 英志,,152,69,L,L,1960,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andois01,andois01,,,1942,10,01,Japan,,,,,,,,,Isao,Ando,,安東 功,,170,71,R,R,1963,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andoju01,andoju01,,,1935,06,28,Japan,,,,,,,,,Junzo,Ando,,安藤 順三,,152,67,R,R,1954,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andoma01,andoma01,,,1967,05,29,Japan,,,,,,,,,Manabu,Ando,,安藤 学,,165,71,R,R,1993,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andomo01,andomo01,,,1939,10,26,Japan,,,,,,,,,Motohiro,Ando,,安藤 元博,,161,70,R,R,1962,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andomo02,andomo02,andomo02,,1939,04,08,Japan,,,,,,,,,Moto,Ando,,安藤 統男,,154,68,R,R,1962,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andosh01,andosh01,,,1970,09,02,Japan,,,,,,,,,Shinji,Ando,,安藤 真児,,159,70,L,R,1989,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andoto01,andoto01,,,1941,10,04,Japan,,,,,,,,,Toshio,Ando,,安藤 敏雄,,165,70,R,R,1960,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andoumo01,andoumo01,,,,,,Japan,,,,,,,,,,,,Andou Motoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andoyu01,andoyu01,andoyu01,,1977,12,27,Japan,,,,,,,,,Yuya,Ando,,安藤 優也,,218,72,R,R,2002,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andoyu02,andoyu02,,,1915,01,01,Japan,,,,,,,,,Yukinori,Ando,,安藤 之制,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andremi01,andremi01,,,1943,07,09,United States,,,,,,,,,Mike,Andrews,,Ｍ．アンドリウス,,194,75,R,R,1975,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrima01,andrima01,,,1989,08,28,United States,,,,,,,,,Matt,Andriese,,Ｍ．アンドリース,,214,74,R,R,2022,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animalk01,animalk01,,,,,,Japan,,,,,,,,,,,,Animaru L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aniyaso01,aniyaso01,,,1944,08,17,Japan,,,,,,,,,Sohachi,Aniya,,安仁屋 宗八,,165,70,R,R,1963,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anoko01,anoko01,,,1948,01,01,Japan,,,,,,,,,Koji,Ano,,阿野 鉱二,,170,70,R,R,1970,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anrakto01,anrakto01,,,1996,11,04,Japan,,,,,,,,,Tomohiro,Anraku,,安樂 智大,,192,73,L,R,2015,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anrakto02,anrakto02,,,,,,Japan,,,,,,,,,,,,Anraku Tomohiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ansonxx01,ansonxx01,,,,,,Japan,,,,,,,,,,,,Ansoniiansoniikaataa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthoer01,anthoer01,,,1967,11,08,United States,,,,,,,,,Eric,Anthony,,Ｅ．アンソニー,,196,74,L,L,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antoksh01,antoksh01,,,2002,05,18,Japan,,,,,,,,,Shun,Antoku,,安德 駿,,181,70,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anzaika01,anzaika01,,,2004,11,13,Japan,,,,,,,,,Kanato,Anzai,,安西 叶翔,,207,73,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoika01,aoika01,,,1964,05,01,Japan,,,,,,,,,Kaname,Aoi,,青井 要,,172,71,L,L,1983,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoikeyo01,aoikeyo01,,,1919,06,22,Japan,,,,,,,,,Yoshimasa,Aoike,,青池 良正,,154,68,R,R,1950,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokiha01,aokiha01,,,1977,05,06,Japan,,,,,,,,,Hayato,Aoki,,青木 勇人,,165,68,R,R,2000,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokihi01,aokihi01,,,1962,06,17,Japan,,,,,,,,,Hideo,Aoki,,青木 秀夫,,179,70,R,R,1984,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokihi02,aokihi02,,,1937,04,18,Japan,,,,,,,,,Hiroaki,Aoki,,青木 宥明,,181,68,R,R,1960,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokiju01,aokiju01,,,1936,05,29,Japan,,,,,,,,,Jun,Aoki,,青木 惇,,146,67,R,R,1955,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokika01,aokika01,,,1946,05,07,Japan,,,,,,,,,Katsuo,Aoki,,青木 勝男,,168,69,R,R,1965,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokiko01,aokiko01,,,1910,06,10,Japan,,,,,,,,,Kozo,Aoki,,青木 幸造,,141,67,R,R,1936,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokimi01,aokimi01,,,1954,06,20,Japan,,,,,,,,,Minoru,Aoki,,青木 実,,154,69,R,R,1976,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokino01,aokino01,,,1982,01,05,Japan,,,,,,,,,Norichika,Aoki,,青木 宣親,,176,69,L,R,2004,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokish01,aokish01,,,1917,08,10,Japan,,,,,,,,,Shoichi,Aoki,,青木 正一,,150,68,R,R,1937,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokita01,aokita01,,,1981,11,26,Japan,,,,,,,,,Takahiro,Aoki,,青木 高広,,192,74,L,L,2007,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aokita02,aokita02,,,1934,09,07,Japan,,,,,,,,,Takao,Aoki,,青木 孝夫,,152,69,R,R,1955,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aomatke01,aomatke01,,,1986,12,07,Japan,,,,,,,,,Keiyo,Aomatsu,,青松 慶侑,,183,73,R,R,2005,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aonosh01,aonosh01,,,1939,10,13,Japan,,,,,,,,,Shuzo,Aono,,青野 修三,,152,67,R,R,1962,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aonota01,aonota01,,,2005,07,26,Japan,,,,,,,,,Takumi,Aono,,青野 拓海,,187,71,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aonota02,aonota02,,,1983,01,12,Japan,,,,,,,,,Takeshi,Aono,,青野 毅,,183,70,R,R,2001,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoshike01,aoshike01,,,1958,04,07,Japan,,,,,,,,,Kenta,Aoshima,,青島 健太,,183,72,R,R,1985,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoshike02,aoshike02,,,1912,09,01,Japan,,,,,,,,,Kenichi,Aoshiba,,青柴 憲一,,141,69,R,R,1936,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aotano01,aotano01,aotano01,,1924,11,22,Japan,,,,,,,,,Noboru,Aota,,青田 昇,,152,67,R,R,1942,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyagko01,aoyagko01,,,1993,12,11,Japan,,,,,,,,,Koyo,Aoyagi,,青柳 晃洋,,183,72,R,R,2016,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyagsu01,aoyagsu01,,,1968,07,09,Japan,,,,,,,,,Susumu,Aoyagi,,青柳 進,,168,71,R,R,1987,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyamda01,aoyamda01,,,1994,11,28,Japan,,,,,,,,,Daiki,Aoyama,,青山 大紀,,183,72,L,R,2016,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyamhi01,aoyamhi01,,,1957,06,28,Japan,,,,,,,,,Hisato,Aoyama,,青山 久人,,134,70,R,R,1976,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyamhi02,aoyamhi02,,,1933,04,28,Japan,,,,,,,,,Hiroharu,Aoyama,,青山 裕治,,137,68,L,L,1956,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyamhi03,aoyamhi03,,,1932,05,04,Japan,,,,,,,,,Hiroshi,Aoyama,,青山 浩,,159,71,R,R,1953,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyamka01,aoyamka01,,,1942,04,26,Japan,,,,,,,,,Katsumi,Aoyama,,青山 勝已,,150,65,R,R,1961,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyamko01,aoyamko01,,,1983,08,12,Japan,,,,,,,,,Kouji,Aoyama,,青山 浩二,,176,71,R,R,2006,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyammi01,aoyammi01,,,2000,07,19,Japan,,,,,,,,,Minato,Aoyama,,青山 美夏人,,207,72,R,R,2023,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoyammi02,aoyammi02,,,1959,12,17,Japan,,,,,,,,,Michio,Aoyama,,青山 道雄,,172,71,R,R,1984,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apostsh01,apostsh01,,,1999,03,11,Curaçao,,,,,,,,,Sherten,Apostel,,Ｓ．アポステル,,234,76,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquinar01,aquinar01,,,1994,04,22,Dominican Republic,,,,,,,,,Aristides,Aquino,,Ａ．アキーノ,,238,77,R,R,2023,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquinlu01,aquinlu01,,,1965,05,19,United States,,,,,,,,,Luis,Aquino,,Ｌ．アキーノ,,190,72,R,R,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araiak01,araiak01,,,1939,09,19,Japan,,,,,,,,,Akira,Arai,,新井 彰,,165,68,L,R,1963,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araiha01,araiha01,,,1916,01,01,Japan,,,,,,,,,Hajime,Arai,,新井 一,,,,R,R,1940,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araihi01,araihi01,,,1952,04,26,Japan,,,,,,,,,Hiromasa,Arai,,新井 宏昌,,146,69,L,R,1975,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araijo01,araijo01,,,1938,05,21,Japan,,,,,,,,,Jokichi,Arai,,荒井 穣吉,,157,71,R,R,1957,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araika01,araika01,,,1959,10,22,Japan,,,,,,,,,Katsutaro,Arai,,新井 克太郎,,159,71,R,R,1978,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araika02,araika02,,,1931,10,11,Japan,,,,,,,,,Kazuhito,Arai,,新居 一仁,,137,67,R,R,1950,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araiki01,araiki01,,,1969,04,11,Japan,,,,,,,,,Kiyoshi,Arai,,新井 潔,,181,74,L,R,1991,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araima01,araima01,,,1948,06,23,Japan,,,,,,,,,Masanori,Arai,,新井 昌則,,157,69,R,R,1967,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araino01,araino01,,,1973,08,11,Japan,,,,,,,,,Nobuaki,Arai,,荒井 修光,,165,70,L,R,1996,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arairy01,arairy01,,,1983,08,16,Japan,,,,,,,,,Ryota,Arai,,新井 良太,,218,74,R,R,2006,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araish01,araish01,,,1972,07,21,Japan,,,,,,,,,Shogo,Arai,,荒井 昭吾,,172,70,L,R,1991,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araish02,araish02,,,1935,09,29,Japan,,,,,,,,,Shigeru,Arai,,新井 茂,,152,68,L,L,1955,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araita01,araita01,araita01,,1977,01,30,Japan,,,,,,,,,Takahiro,Arai,,新井 貴浩,,225,74,R,R,1999,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araita02,araita02,,,1934,01,01,Japan,,,,,,,,,Takeshi,Arai,,荒井 健,,143,67,R,R,1957,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araita03,araita03,,,1928,05,03,Japan,,,,,,,,,Tatsuo,Arai,,新井 竜郎,,141,67,R,R,1953,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araiyo01,araiyo01,,,1950,07,17,Japan,,,,,,,,,Yoshio,Arai,,新井 良夫,,194,70,R,R,1969,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
araiyu01,araiyu01,,,1964,10,13,Japan,,,,,,,,,Yukio,Arai,,荒井 幸雄,,165,67,L,L,1986,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakaha01,arakaha01,,,1985,10,21,Japan,,,,,,,,,Hayato,Arakaki,,新垣 勇人,,190,72,R,R,2013,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakahi01,arakahi01,,,1978,08,01,Japan,,,,,,,,,Hisao,Arakane,,荒金 久雄,,170,70,R,R,2001,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakahi02,arakahi02,arakahi02,,1930,08,06,Japan,,,,,,,,,Hiroshi,Arakawa,,荒川 博,,154,64,L,L,1953,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakaiw01,arakaiw01,,,1942,04,30,Japan,,,,,,,,,Iwao,Arakawa,,荒川 巌,,161,69,R,R,1962,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakama01,arakama01,,,1912,01,01,Japan,,,,,,,,,Masayoshi,Arakawa,,荒川 正嘉,,141,68,R,R,1938,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakana01,arakana01,,,1980,05,09,Japan,,,,,,,,,Nagisa,Arakaki,,新垣 渚,,183,75,R,R,2003,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakash01,arakash01,,,1948,06,25,Japan,,,,,,,,,Shunzo,Arakawa,,荒川 俊三,,143,67,R,R,1967,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakash02,arakash02,,,1924,04,15,Japan,,,,,,,,,Shoji,Arakawa,,荒川 昇治,,150,67,R,R,1947,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakaso01,arakaso01,,,1925,09,01,Japan,,,,,,,,,Soichi,Arakawa,,荒川 宗一,,150,69,R,R,1956,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakata01,arakata01,,,1947,05,03,Japan,,,,,,,,,Takashi,Arakawa,,荒川 堯,,170,70,R,R,1970,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakida01,arakida01,,,1964,05,06,Japan,,,,,,,,,Daisuke,Araki,,荒木 大輔,,174,70,R,R,1983,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakifu01,arakifu01,,,1988,04,25,Japan,,,,,,,,,Fumiya,Araki,,荒木 郁也,,163,72,L,R,2011,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakike01,arakike01,,,1924,02,08,Japan,,,,,,,,,Kenji,Araki,,荒木 健治,,141,66,R,R,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakima01,arakima01,,,1977,09,13,Japan,,,,,,,,,Masahiro,Araki,,荒木 雅博,,170,71,R,R,1996,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakima02,arakima02,,,1919,01,01,Japan,,,,,,,,,Masakimi,Araki,,荒木 政公,,139,67,R,R,1939,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakish01,arakish01,,,2001,04,05,Japan,,,,,,,,,Shota,Araki,,荒木 翔太,,181,72,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakish02,arakish02,,,1925,07,01,Japan,,,,,,,,,Shigeru,Araki,,荒木 茂,,141,68,R,R,1946,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakita01,arakita01,,,1987,07,26,Japan,,,,,,,,,Takahiro,Araki,,荒木 貴裕,,185,71,R,R,2010,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arakita02,arakita02,,,1921,08,27,Japan,,,,,,,,,Tadashi,Araki,,荒木 正,,,,R,R,1941,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
